P1 Avg. Speak,P2 Avg. Speak,P1 Avg. Rank,P2 Avg. Rank,P1 W:L,P2 W:L,P3 Avg. Speak,P4 Avg. Speak,P3 Avg. Rank,P4 Avg. Rank,P3 W:L,P4 W:L,Winner G/O
28.67,28.05,1.89,2.47,1.0,1.11,27.57,27.93,3.29,2.87,0.17,0.15,G
28.67,28.05,1.89,2.47,1.0,1.11,26.8,27.6,3.2,2.0,0.67,0.67,O
28.67,28.05,1.89,2.47,1.0,1.11,29.68,28.2,2.6,2.27,1.35,1.5,O
28.2,29.8,2.4,2.0,1.5,1.5,28.64,28.0,2.32,2.67,0.83,1.0,G
28.2,29.8,2.4,2.0,1.5,1.5,27.33,27.37,2.33,2.89,0.8,0.46,G
28.2,29.8,2.4,2.0,1.5,1.5,30.35,29.8,2.03,3.0,1.83,1.5,G
28.64,28.0,2.32,2.67,0.83,1.0,29.2,27.4,2.6,3.2,1.0,0.67,O
28.64,28.0,2.32,2.67,0.83,1.0,25.78,22.4,2.67,3.8,0.29,0.0,O
28.5,29.6,2.6,1.8,0.67,1.5,28.0,22.14,2.7,3.57,0.43,0.17,G
28.5,29.6,2.6,1.8,0.67,1.5,27.6,28.6,3.2,2.4,0.25,0.43,G
28.5,29.6,2.6,1.8,0.67,1.5,28.1,29.93,3.1,2.07,1.5,1.14,O
30.13,28.7,1.79,2.9,3.88,4.0,27.33,24.88,2.44,3.56,0.5,0.23,G
30.13,28.7,1.79,2.9,3.88,4.0,28.1,29.93,3.1,2.07,1.5,1.14,O
30.13,28.7,1.79,2.9,3.88,4.0,30.6,28.71,1.8,1.93,4.0,1.8,O
30.13,28.7,1.79,2.9,3.88,4.0,30.44,27.71,1.87,2.36,2.9,1.33,G
29.8,28.8,2.2,3.0,1.5,1.5,30.43,27.0,1.93,2.9,1.8,0.67,G
29.8,28.8,2.2,3.0,1.5,1.5,27.6,28.6,3.2,2.4,0.25,0.43,G
29.8,28.8,2.2,3.0,1.5,1.5,27.33,27.37,2.33,2.89,0.8,0.46,O
28.2,28.6,2.8,2.4,0.67,0.67,25.78,22.4,2.67,3.8,0.29,0.0,G
28.2,28.6,2.8,2.4,0.67,0.67,28.2,29.8,2.4,2.0,1.5,1.5,G
30.35,29.8,2.03,3.0,1.83,1.5,28.53,29.4,3.37,2.33,0.58,0.67,G
30.35,29.8,2.03,3.0,1.83,1.5,30.53,29.67,2.11,2.56,1.71,2.0,G
30.35,29.8,2.03,3.0,1.83,1.5,29.2,27.4,2.0,3.0,0.67,1.5,O
29.77,29.8,1.82,2.4,3.0,2.33,28.2,28.6,3.2,2.6,0.67,0.67,G
29.77,29.8,1.82,2.4,3.0,2.33,28.5,29.6,2.6,1.8,0.67,1.5,G
29.77,29.8,1.82,2.4,3.0,2.33,28.93,30.73,2.4,2.0,1.73,2.64,O
29.77,29.8,1.82,2.4,3.0,2.33,26.42,29.0,2.79,2.0,0.9,1.5,G
30.25,28.47,1.85,2.67,1.86,2.0,28.6,28.2,3.0,3.2,0.25,0.25,G
30.25,28.47,1.85,2.67,1.86,2.0,29.0,28.8,2.4,2.8,0.67,0.67,O
30.25,28.47,1.85,2.67,1.86,2.0,30.53,29.67,2.11,2.56,1.71,2.0,O
30.25,28.47,1.85,2.67,1.86,2.0,29.6,28.73,2.0,2.45,1.5,0.83,O
30.27,31.22,2.0,1.39,4.0,6.71,28.3,30.2,2.5,2.4,2.33,2.33,O
30.27,31.22,2.0,1.39,4.0,6.71,28.0,22.14,2.7,3.57,0.43,0.17,O
30.27,31.22,2.0,1.39,4.0,6.71,26.42,29.0,2.79,2.0,0.9,1.5,G
30.27,31.22,2.0,1.39,4.0,6.71,28.11,27.07,2.16,2.79,1.71,1.8,G
30.27,31.22,2.0,1.39,4.0,6.71,30.2,30.03,2.2,2.19,4.0,2.44,G
30.2,30.03,2.2,2.19,4.0,2.44,27.5,29.4,2.8,2.0,0.67,0.67,O
30.2,30.03,2.2,2.19,4.0,2.44,28.5,29.6,2.6,1.8,0.67,1.5,G
30.2,30.03,2.2,2.19,4.0,2.44,30.4,29.6,2.6,2.6,1.5,1.5,G
30.2,30.03,2.2,2.19,4.0,2.44,29.6,30.65,2.5,1.88,1.5,2.4,G
25.9,29.2,2.8,1.6,0.67,1.5,27.33,27.37,2.33,2.89,0.8,0.46,O
25.9,29.2,2.8,1.6,0.67,1.5,24.8,25.33,3.1,3.2,0.43,0.36,O
25.9,29.2,2.8,1.6,0.67,1.5,30.4,29.6,2.6,2.6,1.5,1.5,G
28.0,27.5,2.75,3.25,0.33,0.33,28.6,28.2,3.0,3.2,0.25,0.25,G
29.0,30.9,2.1,1.82,2.33,5.25,27.57,27.93,3.29,2.87,0.17,0.15,O
29.0,30.9,2.1,1.82,2.33,5.25,27.6,29.11,3.8,2.58,0.67,1.11,O
29.0,30.9,2.1,1.82,2.33,5.25,29.2,27.4,2.0,3.0,0.67,1.5,G
29.0,30.9,2.1,1.82,2.33,5.25,29.75,29.15,2.0,2.62,1.0,1.6,G
28.0,22.14,2.7,3.57,0.43,0.17,29.0,28.21,3.1,2.32,0.43,1.11,O
27.0,27.9,3.0,2.65,0.67,0.82,20.5,20.5,3.25,3.75,0.0,0.0,G
27.0,27.9,3.0,2.65,0.67,0.82,25.78,22.4,2.67,3.8,0.29,0.0,O
27.33,24.88,2.44,3.56,0.5,0.23,27.6,28.6,3.2,2.4,0.25,0.43,O
27.33,24.88,2.44,3.56,0.5,0.23,30.43,27.0,1.93,2.9,1.8,0.67,G
29.4,29.4,2.4,2.07,4.0,1.5,28.2,28.6,3.2,2.6,0.67,0.67,O
29.4,29.4,2.4,2.07,4.0,1.5,24.8,25.33,3.1,3.2,0.43,0.36,G
29.4,29.4,2.4,2.07,4.0,1.5,29.8,28.8,2.2,3.0,1.5,1.5,O
29.4,29.4,2.4,2.07,4.0,1.5,29.3,25.89,2.3,2.11,1.5,1.25,G
30.53,29.67,2.11,2.56,1.71,2.0,28.67,28.05,1.89,2.47,1.0,1.11,G
30.53,29.67,2.11,2.56,1.71,2.0,28.6,28.2,3.0,3.2,0.25,0.25,G
30.53,29.67,2.11,2.56,1.71,2.0,28.64,28.0,2.32,2.67,0.83,1.0,O
28.33,29.2,2.67,2.0,1.25,1.5,29.0,28.21,3.1,2.32,0.43,1.11,G
28.33,29.2,2.67,2.0,1.25,1.5,28.6,28.2,3.0,3.2,0.25,0.25,O
28.33,29.2,2.67,2.0,1.25,1.5,27.5,29.4,2.8,2.0,0.67,0.67,O
29.3,25.89,2.3,2.11,1.5,1.25,29.2,27.4,2.0,3.0,0.67,1.5,G
29.3,25.89,2.3,2.11,1.5,1.25,28.93,30.73,2.4,2.0,1.73,2.64,O
29.3,25.89,2.3,2.11,1.5,1.25,29.13,31.8,2.27,1.3,2.75,4.0,G
27.0,27.95,2.71,2.63,0.4,0.46,25.0,25.4,2.6,2.8,0.67,0.67,O
24.2,25.0,3.2,3.33,0.25,0.5,24.4,21.78,3.0,3.33,0.0,0.0,G
26.0,24.71,2.6,3.43,0.67,0.27,24.4,21.78,3.0,3.33,0.0,0.0,O
26.0,24.71,2.6,3.43,0.67,0.27,28.4,26.2,1.93,3.2,1.14,0.67,O
26.67,26.58,2.78,3.05,0.5,0.46,24.97,25.89,3.62,2.22,0.33,0.29,O
30.22,30.78,2.44,1.56,3.5,3.5,25.8,27.0,3.2,1.8,0.67,0.67,O
30.22,30.78,2.44,1.56,3.5,3.5,28.5,27.6,2.3,2.4,1.5,4.0,G
30.22,30.78,2.44,1.56,3.5,3.5,26.88,26.0,3.0,3.12,0.33,0.33,O
30.22,30.78,2.44,1.56,3.5,3.5,30.3,31.0,2.5,1.2,4.0,4.0,G
25.0,25.2,2.8,2.6,0.67,0.67,26.88,26.0,3.0,3.12,0.33,0.33,G
25.0,25.2,2.8,2.6,0.67,0.67,25.8,27.0,3.2,1.8,0.67,0.67,G
30.65,30.44,1.88,1.87,2.4,2.9,26.2,26.07,2.2,2.79,1.5,0.56,O
29.43,25.2,2.0,2.5,1.8,1.5,28.4,26.2,1.93,3.2,1.14,0.67,O
29.43,25.2,2.0,2.5,1.8,1.5,25.5,26.78,2.3,3.0,1.0,0.5,G
28.3,28.37,2.5,2.33,1.5,1.5,25.4,27.8,3.4,2.0,0.67,0.67,G
28.3,28.37,2.5,2.33,1.5,1.5,29.0,29.0,2.42,3.0,0.5,0.5,G
28.3,28.37,2.5,2.33,1.5,1.5,29.48,30.07,2.2,2.02,2.57,1.69,O
29.4,29.2,1.92,1.97,2.57,1.73,23.8,23.2,2.6,4.0,0.25,0.25,O
29.4,29.2,1.92,1.97,2.57,1.73,26.93,27.6,2.67,3.2,0.67,0.67,G
30.3,31.0,2.5,1.2,4.0,4.0,25.83,25.59,2.83,2.86,0.5,0.38,O
30.3,31.0,2.5,1.2,4.0,4.0,28.32,27.9,2.33,2.65,0.9,0.82,G
30.3,31.0,2.5,1.2,4.0,4.0,29.56,30.86,2.38,1.61,1.0,2.5,G
26.0,26.6,3.0,2.8,0.67,0.67,25.83,25.59,2.83,2.86,0.5,0.38,G
26.0,26.6,3.0,2.8,0.67,0.67,26.78,26.5,3.0,3.25,0.5,0.0,G
25.8,27.0,3.2,1.8,0.67,0.67,27.67,26.6,2.22,2.6,0.8,1.5,O
25.8,27.0,3.2,1.8,0.67,0.67,25.0,25.4,2.6,2.8,0.67,0.67,G
23.4,25.77,3.0,2.85,0.67,0.44,25.83,25.59,2.83,2.86,0.5,0.38,G
23.4,25.77,3.0,2.85,0.67,0.44,27.8,25.8,1.6,3.4,0.67,0.67,G
23.8,23.2,2.6,4.0,0.25,0.25,24.4,21.78,3.0,3.33,0.0,0.0,O
31.0,30.9,1.43,1.82,6.0,5.25,26.57,26.6,3.0,2.6,0.56,0.25,G
31.0,30.9,1.43,1.82,6.0,5.25,26.9,28.71,2.7,2.43,0.67,1.8,O
31.0,30.9,1.43,1.82,6.0,5.25,28.0,25.4,2.67,3.4,0.67,0.67,G
30.69,30.35,1.78,2.03,6.5,1.83,23.2,25.4,4.0,2.6,0.25,0.25,G
29.77,30.25,1.82,1.85,3.0,1.86,29.48,30.07,2.2,2.02,2.57,1.69,O
29.77,30.25,1.82,1.85,3.0,1.86,27.4,28.11,2.5,2.33,0.67,1.25,G
29.77,30.25,1.82,1.85,3.0,1.86,26.0,24.8,2.56,3.2,0.8,0.25,O
26.93,27.6,2.67,3.2,0.67,0.67,26.2,26.2,2.0,3.2,1.5,1.0,O
30.03,28.17,2.19,2.8,2.44,1.0,27.8,25.8,1.6,3.4,0.67,0.67,G
28.32,27.9,2.33,2.65,0.9,0.82,25.0,26.64,3.3,3.21,0.25,0.56,O
28.32,27.9,2.33,2.65,0.9,0.82,27.2,26.4,2.2,3.4,0.67,0.67,G
28.67,29.0,2.5,2.47,0.8,1.11,26.78,26.5,3.0,3.25,0.5,0.0,O
28.67,29.0,2.5,2.47,0.8,1.11,26.2,26.2,2.0,3.2,1.5,1.0,G
26.8,28.2,3.2,1.8,1.5,1.5,27.8,25.8,1.6,3.4,0.67,0.67,G
26.6,26.8,2.4,2.2,1.5,1.5,26.67,26.58,2.78,3.05,0.5,0.46,O
28.5,27.6,2.3,2.4,1.5,4.0,26.9,28.71,2.7,2.43,0.67,1.8,O
30.0,29.95,1.96,2.0,1.5,1.44,26.42,26.43,2.53,2.71,0.73,1.0,G
30.0,29.95,1.96,2.0,1.5,1.44,29.0,29.0,2.42,3.0,0.5,0.5,O
31.0,30.57,1.86,2.24,2.5,2.38,27.8,27.3,2.0,3.1,1.5,1.0,G
27.67,26.6,2.22,2.6,0.8,1.5,25.0,26.64,3.3,3.21,0.25,0.56,O
27.67,26.6,2.22,2.6,0.8,1.5,26.5,29.16,3.25,1.84,0.2,0.9,G
24.6,27.58,3.2,2.62,0.67,1.0,24.97,25.89,3.62,2.22,0.33,0.29,G
25.0,25.4,2.6,2.8,0.67,0.67,24.23,25.3,3.08,3.1,0.44,0.25,G
25.0,25.4,2.6,2.8,0.67,0.67,25.0,26.64,3.3,3.21,0.25,0.56,G
28.93,27.3,1.93,3.2,0.88,0.67,23.2,25.4,4.0,2.6,0.25,0.25,O
29.93,28.6,1.6,2.6,1.5,4.0,24.23,25.3,3.08,3.1,0.44,0.25,O
29.93,28.6,1.6,2.6,1.5,4.0,27.8,27.3,2.0,3.1,1.5,1.0,G
29.93,28.6,1.6,2.6,1.5,4.0,30.69,30.35,1.78,2.03,6.5,1.83,G
28.4,26.2,1.93,3.2,1.14,0.67,26.57,26.6,3.0,2.6,0.56,0.25,O
28.4,26.2,1.93,3.2,1.14,0.67,23.2,25.4,4.0,2.6,0.25,0.25,O
30.13,31.22,1.79,1.39,3.88,6.71,29.41,27.93,1.97,2.93,1.9,0.75,O
30.13,31.22,1.79,1.39,3.88,6.71,28.0,25.4,2.67,3.4,0.67,0.67,G
28.3,28.13,2.5,2.8,1.5,1.5,23.8,23.2,2.6,4.0,0.25,0.25,O
28.3,28.13,2.5,2.8,1.5,1.5,26.57,26.6,3.0,2.6,0.56,0.25,G
28.3,28.13,2.5,2.8,1.5,1.5,26.93,27.6,2.67,3.2,0.67,0.67,O
26.2,26.2,2.0,3.2,1.5,1.0,23.8,23.2,2.6,4.0,0.25,0.25,G
26.2,26.2,2.0,3.2,1.5,1.0,25.4,27.8,3.4,2.0,0.67,0.67,O
26.2,26.2,2.0,3.2,1.5,1.0,28.0,25.4,2.67,3.4,0.67,0.67,O
31.47,31.8,1.62,1.4,7.5,9.0,28.4,26.2,1.93,3.2,1.14,0.67,O
31.47,31.8,1.62,1.4,7.5,9.0,25.5,26.78,2.3,3.0,1.0,0.5,G
28.21,28.98,2.05,2.38,0.73,1.35,24.4,21.78,3.0,3.33,0.0,0.0,G
28.21,28.98,2.05,2.38,0.73,1.35,24.2,25.0,3.2,3.33,0.25,0.5,G
26.42,26.43,2.53,2.71,0.73,1.0,26.67,26.58,2.78,3.05,0.5,0.46,O
26.42,26.43,2.53,2.71,0.73,1.0,23.2,25.4,4.0,2.6,0.25,0.25,G
30.5,30.79,1.7,1.97,2.33,2.62,26.93,27.6,2.67,3.2,0.67,0.67,O
30.5,30.79,1.7,1.97,2.33,2.62,27.4,28.11,2.5,2.33,0.67,1.25,G
28.13,26.6,2.27,2.6,1.14,1.5,25.0,26.64,3.3,3.21,0.25,0.56,O
28.13,26.6,2.27,2.6,1.14,1.5,25.8,27.0,3.2,1.8,0.67,0.67,G
27.6,28.8,2.8,1.6,1.5,1.5,26.42,26.43,2.53,2.71,0.73,1.0,O
27.8,27.3,2.0,3.1,1.5,1.0,27.2,26.4,2.2,3.4,0.67,0.67,G
26.1,24.4,2.3,3.2,1.0,0.67,26.67,26.58,2.78,3.05,0.5,0.46,G
26.9,28.71,2.7,2.43,0.67,1.8,26.67,26.58,2.78,3.05,0.5,0.46,G
31.12,30.4,1.76,1.6,4.0,4.0,28.3,28.37,2.5,2.33,1.5,1.5,G
31.12,30.4,1.76,1.6,4.0,4.0,26.68,27.58,3.28,2.62,0.56,1.0,O
31.12,30.4,1.76,1.6,4.0,4.0,29.41,27.93,1.97,2.93,1.9,0.75,G
31.32,28.79,1.63,2.07,5.33,2.22,30.65,30.44,1.88,1.87,2.4,2.9,O
29.0,29.44,2.8,2.11,1.5,1.25,26.78,26.5,3.0,3.25,0.5,0.0,G
29.0,29.44,2.8,2.11,1.5,1.25,26.2,26.07,2.2,2.79,1.5,0.56,O
25.5,26.78,2.3,3.0,1.0,0.5,26.88,26.0,3.0,3.12,0.33,0.33,O
27.2,28.0,3.0,2.3,1.5,1.5,25.4,27.8,3.4,2.0,0.67,0.67,O
27.2,28.0,3.0,2.3,1.5,1.5,28.32,27.9,2.33,2.65,0.9,0.82,O
29.41,27.93,1.97,2.93,1.9,0.75,24.97,25.89,3.62,2.22,0.33,0.29,G
29.41,27.93,1.97,2.93,1.9,0.75,26.0,24.8,2.56,3.2,0.8,0.25,O
29.48,30.07,2.2,2.02,2.57,1.69,28.4,25.8,2.2,2.8,0.67,0.67,O
27.64,29.6,3.36,1.6,0.75,1.5,26.0,24.8,2.56,3.2,0.8,0.25,G
27.6,29.13,3.0,2.13,1.5,2.0,24.23,25.3,3.08,3.1,0.44,0.25,G
27.6,29.13,3.0,2.13,1.5,2.0,28.4,25.8,2.2,2.8,0.67,0.67,O
27.4,28.11,2.5,2.33,0.67,1.25,24.4,21.78,3.0,3.33,0.0,0.0,G
27.4,28.11,2.5,2.33,0.67,1.25,26.5,29.16,3.25,1.84,0.2,0.9,O
24.24,24.5,3.41,3.39,0.13,0.2,24.2,25.0,3.2,3.33,0.25,0.5,O
24.97,25.89,3.62,2.22,0.33,0.29,23.8,23.2,2.6,4.0,0.25,0.25,G
25.65,20.75,2.65,3.5,0.21,0.33,26.57,26.6,3.0,2.6,0.56,0.25,O
26.2,26.07,2.2,2.79,1.5,0.56,27.67,26.6,2.22,2.6,0.8,1.5,O
26.2,28.13,3.2,2.13,1.5,0.88,25.0,25.4,2.6,2.8,0.67,0.67,G
30.6,30.86,2.6,1.61,4.0,2.5,26.5,29.16,3.25,1.84,0.2,0.9,O
25.0,26.47,3.2,3.05,0.25,0.46,28.4,25.8,2.2,2.8,0.67,0.67,G
29.07,28.83,2.37,2.28,1.14,1.42,24.97,25.89,3.62,2.22,0.33,0.29,O
29.07,28.83,2.37,2.28,1.14,1.42,24.23,25.3,3.08,3.1,0.44,0.25,O
26.2,27.6,3.2,2.2,0.67,0.67,24.2,25.0,3.2,3.33,0.25,0.5,G
26.2,27.6,3.2,2.2,0.67,0.67,27.2,26.4,2.2,3.4,0.67,0.67,O
26.15,32.7,2.31,1.2,1.6,4.0,24.2,25.0,3.2,3.33,0.25,0.5,G
26.15,32.7,2.31,1.2,1.6,4.0,26.0,24.8,2.56,3.2,0.8,0.25,O
24.5,24.75,3.0,3.0,0.33,0.33,21.8,21.4,2.0,3.0,0.25,0.25,O
26.0,26.8,2.6,1.8,1.5,1.5,26.2,26.4,2.8,2.8,0.67,0.67,G
29.13,28.86,2.27,2.14,2.75,1.8,28.1,27.5,3.1,2.3,1.5,1.0,G
26.6,27.07,2.6,2.79,1.5,1.8,24.8,25.8,3.4,2.4,0.67,0.67,G
26.6,27.07,2.6,2.79,1.5,1.8,26.0,26.8,2.6,1.8,1.5,1.5,G
27.0,25.6,2.9,2.8,0.67,0.67,26.78,26.5,3.0,3.25,0.5,0.0,G
27.0,25.6,2.9,2.8,0.67,0.67,26.42,26.43,2.53,2.71,0.73,1.0,G
27.07,28.21,2.86,2.32,1.0,1.11,28.05,28.0,2.47,2.67,1.11,1.0,G
24.75,25.22,2.25,3.0,0.33,0.8,26.42,26.43,2.53,2.71,0.73,1.0,G
26.4,29.55,2.8,1.83,1.5,1.64,26.0,26.8,2.6,1.8,1.5,1.5,G
26.4,29.55,2.8,1.83,1.5,1.64,28.2,28.93,2.27,2.4,1.5,1.73,G
28.05,28.0,2.47,2.67,1.11,1.0,24.75,25.22,2.25,3.0,0.33,0.8,O
25.6,27.5,2.8,2.8,0.67,0.67,26.78,26.5,3.0,3.25,0.5,0.0,G
25.6,27.5,2.8,2.8,0.67,0.67,23.0,24.2,3.4,2.8,0.25,0.25,G
26.0,25.0,2.5,2.8,0.6,1.5,27.2,27.2,2.2,2.2,1.5,1.5,G
26.56,27.78,3.22,1.89,2.0,2.0,28.05,28.0,2.47,2.67,1.11,1.0,G
26.56,27.78,3.22,1.89,2.0,2.0,27.07,28.21,2.86,2.32,1.0,1.11,O
26.56,27.78,3.22,1.89,2.0,2.0,29.0,28.8,1.8,1.6,4.0,4.0,G
26.44,26.67,2.78,2.56,0.8,0.8,21.8,21.4,2.0,3.0,0.25,0.25,G
27.4,28.3,2.0,2.5,4.0,2.33,21.8,21.4,2.0,3.0,0.25,0.25,G
27.4,28.3,2.0,2.5,4.0,2.33,28.05,28.0,2.47,2.67,1.11,1.0,O
27.4,28.3,2.0,2.5,4.0,2.33,24.75,25.22,2.25,3.0,0.33,0.8,G
28.1,27.5,3.1,2.3,1.5,1.0,23.0,24.2,3.4,2.8,0.25,0.25,G
28.1,27.5,3.1,2.3,1.5,1.0,26.6,27.07,2.6,2.79,1.5,1.8,G
27.4,29.44,3.0,1.88,1.5,1.78,26.42,26.43,2.53,2.71,0.73,1.0,O
27.4,29.44,3.0,1.88,1.5,1.78,27.4,27.2,2.2,2.4,1.5,1.5,O
27.4,29.44,3.0,1.88,1.5,1.78,27.07,28.21,2.86,2.32,1.0,1.11,G
27.4,29.44,3.0,1.88,1.5,1.78,26.6,27.07,2.6,2.79,1.5,1.8,G
28.2,28.93,2.27,2.4,1.5,1.73,27.2,27.2,2.2,2.2,1.5,1.5,G
28.2,28.93,2.27,2.4,1.5,1.73,23.0,24.2,3.4,2.8,0.25,0.25,G
28.2,28.93,2.27,2.4,1.5,1.73,26.0,25.0,2.5,2.8,0.6,1.5,O
28.2,28.93,2.27,2.4,1.5,1.73,27.4,27.2,2.2,2.4,1.5,1.5,O
27.2,25.8,2.0,2.6,1.5,1.5,26.0,25.0,2.5,2.8,0.6,1.5,G
27.2,25.8,2.0,2.6,1.5,1.5,26.2,26.4,2.8,2.8,0.67,0.67,G
29.0,28.8,1.8,1.6,4.0,4.0,26.2,26.4,2.8,2.8,0.67,0.67,O
29.0,28.8,1.8,1.6,4.0,4.0,24.75,25.22,2.25,3.0,0.33,0.8,G
29.0,28.4,1.8,2.2,4.0,4.0,26.56,27.78,3.22,1.89,2.0,2.0,O
29.0,28.4,1.8,2.2,4.0,4.0,24.8,25.8,3.4,2.4,0.67,0.67,O
27.4,27.2,2.2,2.4,1.5,1.5,26.78,26.5,3.0,3.25,0.5,0.0,O
27.4,27.2,2.2,2.4,1.5,1.5,26.42,26.43,2.53,2.71,0.73,1.0,O
27.4,27.2,2.2,2.4,1.5,1.5,23.0,24.2,3.4,2.8,0.25,0.25,O
27.2,27.2,2.2,2.2,1.5,1.5,24.8,25.8,3.4,2.4,0.67,0.67,G
21.2,21.2,2.4,2.6,0.25,0.25,26.78,26.5,3.0,3.25,0.5,0.0,G
26.8,27.4,3.1,2.3,0.43,0.43,29.15,27.93,2.35,2.93,0.82,0.75,G
28.2,25.89,2.0,3.67,0.25,0.12,27.0,26.4,3.0,3.4,0.0,0.0,O
27.31,26.0,3.23,3.33,0.18,0.12,28.2,27.8,2.8,3.2,0.25,0.25,G
28.25,28.25,3.0,3.0,0.33,0.33,27.36,27.4,2.5,2.85,0.56,0.33,O
26.7,27.0,3.1,2.6,0.43,0.67,29.71,28.47,2.17,2.16,2.0,0.73,G
26.7,27.0,3.1,2.6,0.43,0.67,27.1,29.89,2.5,2.11,0.67,1.11,G
29.47,25.89,2.12,2.44,1.29,0.5,28.8,28.53,2.6,2.13,4.0,1.5,G
29.47,25.89,2.12,2.44,1.29,0.5,26.7,27.0,3.1,2.6,0.43,0.67,G
29.47,25.89,2.12,2.44,1.29,0.5,27.33,29.56,3.47,2.38,0.36,1.0,O
29.6,28.04,3.0,2.0,1.5,0.92,27.36,27.4,2.5,2.85,0.56,0.33,O
29.6,28.04,3.0,2.0,1.5,0.92,24.97,26.12,3.62,3.25,0.33,0.33,G
29.6,28.04,3.0,2.0,1.5,0.92,27.0,26.0,2.4,3.4,0.67,0.67,O
27.79,28.8,2.05,2.75,1.11,1.86,27.4,24.5,2.5,3.39,0.67,0.2,G
27.79,28.8,2.05,2.75,1.11,1.86,26.4,26.2,2.2,3.4,0.67,0.43,G
29.0,24.62,2.25,3.38,1.22,0.32,27.0,26.4,3.0,3.4,0.0,0.0,O
27.1,29.89,2.5,2.11,0.67,1.11,27.6,30.5,2.8,1.7,1.5,2.33,O
27.1,29.89,2.5,2.11,0.67,1.11,25.6,27.2,3.6,2.8,0.0,0.0,G
26.86,28.55,3.07,2.35,0.17,0.67,26.7,27.0,3.1,2.6,0.43,0.67,G
29.07,28.0,2.37,2.67,1.14,0.67,21.8,23.0,3.0,2.5,0.0,0.25,G
29.07,28.0,2.37,2.67,1.14,0.67,29.0,30.05,2.8,1.75,1.5,1.86,G
29.07,28.0,2.37,2.67,1.14,0.67,30.2,29.33,2.0,2.56,1.5,2.0,O
27.33,29.56,3.47,2.38,0.36,1.0,26.9,26.8,3.1,3.0,0.43,0.25,G
27.33,29.56,3.47,2.38,0.36,1.0,28.8,28.0,1.6,3.4,1.5,1.5,O
27.36,27.4,2.5,2.85,0.56,0.33,24.97,26.12,3.62,3.25,0.33,0.33,O
27.36,27.4,2.5,2.85,0.56,0.33,21.8,23.0,3.0,2.5,0.0,0.25,G
26.47,27.58,3.05,2.92,0.46,0.6,28.2,27.8,2.8,3.2,0.25,0.25,O
26.47,27.58,3.05,2.92,0.46,0.6,27.4,24.5,2.5,3.39,0.67,0.2,G
29.71,28.47,2.17,2.16,2.0,0.73,24.24,26.07,3.41,2.79,0.13,0.56,G
26.68,29.47,3.28,2.18,0.56,1.0,27.0,29.2,3.2,1.4,1.5,1.5,G
26.68,29.47,3.28,2.18,0.56,1.0,28.8,28.0,1.6,3.4,1.5,1.5,O
26.68,29.47,3.28,2.18,0.56,1.0,30.6,27.95,1.67,2.58,1.5,1.71,G
27.0,26.0,2.4,3.4,0.67,0.67,30.6,27.95,1.67,2.58,1.5,1.71,G
27.0,26.0,2.4,3.4,0.67,0.67,26.8,27.4,3.1,2.3,0.43,0.43,O
25.83,25.59,2.83,2.86,0.5,0.38,28.2,25.89,2.0,3.67,0.25,0.12,O
25.83,25.59,2.83,2.86,0.5,0.38,28.13,28.5,2.27,2.5,1.14,1.0,O
27.4,24.5,2.5,3.39,0.67,0.2,28.2,25.89,2.0,3.67,0.25,0.12,G
29.8,28.36,1.6,2.84,1.5,0.92,26.4,26.2,3.2,2.4,0.67,0.67,O
29.8,28.36,1.6,2.84,1.5,0.92,26.7,27.0,3.1,2.6,0.43,0.67,O
23.11,25.33,3.22,2.0,0.5,0.5,26.47,27.58,3.05,2.92,0.46,0.6,O
23.11,25.33,3.22,2.0,0.5,0.5,27.31,26.0,3.23,3.33,0.18,0.12,O
31.12,28.73,1.76,2.8,4.0,1.14,26.47,27.58,3.05,2.92,0.46,0.6,G
31.12,28.73,1.76,2.8,4.0,1.14,27.33,29.6,3.44,1.6,1.25,1.5,O
31.12,28.73,1.76,2.8,4.0,1.14,28.86,30.26,2.64,1.74,1.0,2.8,G
31.12,28.73,1.76,2.8,4.0,1.14,29.47,27.56,1.97,3.11,1.31,1.25,G
24.97,26.12,3.62,3.25,0.33,0.33,26.86,28.55,3.07,2.35,0.17,0.67,O
27.33,29.6,3.44,1.6,1.25,1.5,29.0,24.62,2.25,3.38,1.22,0.32,O
27.33,29.6,3.44,1.6,1.25,1.5,28.86,30.26,2.64,1.74,1.0,2.8,G
27.6,30.5,2.8,1.7,1.5,2.33,24.23,26.33,3.08,3.33,0.44,0.0,G
27.6,30.5,2.8,1.7,1.5,2.33,27.4,24.5,2.5,3.39,0.67,0.2,O
27.6,30.5,2.8,1.7,1.5,2.33,26.8,27.4,3.1,2.3,0.43,0.43,G
28.8,28.0,1.6,3.4,1.5,1.5,28.2,25.89,2.0,3.67,0.25,0.12,O
28.8,28.0,1.6,3.4,1.5,1.5,23.11,25.33,3.22,2.0,0.5,0.5,O
28.8,28.0,1.6,3.4,1.5,1.5,29.93,26.2,1.6,3.2,1.5,1.0,G
29.6,26.1,1.8,2.3,1.5,1.0,24.97,26.12,3.62,3.25,0.33,0.33,O
29.6,26.1,1.8,2.3,1.5,1.0,26.9,26.8,3.1,3.0,0.43,0.25,G
29.6,26.1,1.8,2.3,1.5,1.0,28.8,30.2,2.4,1.6,1.5,1.5,G
27.4,29.1,3.6,2.0,0.67,1.5,25.83,25.59,2.83,2.86,0.5,0.38,O
